ID,Reference,Data source,Longitude,Latitude,Elevation,MAT,MAP,PET,Climate,Ecosystem type,Methods,Site,MurA,GlcN,SOC,TN,TP,C/N,MBC,MBN,MBC/N,pH,Sand,Silt,Clay
832,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",74.32,1109.16,13.44,1.32,0.4,10.18,157.76 ,83.32 ,1.89 ,6.69,51,27,21
833,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",52.44,634.21,6.83,0.70,0.4,9.76,157.76 ,83.32 ,1.89 ,5.54,51,27,21
834,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",43.65,637.78,7.39,0.69,0.4,10.71,157.76 ,83.32 ,1.89 ,5.49,51,27,21
835,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",23.29,770.63,9.50,0.87,0.4,10.92,157.76 ,83.32 ,1.89 ,6.68,51,27,21
836,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",25.30,666.95,7.40,0.74,0.4,10.00,157.76 ,83.32 ,1.89 ,6.67,51,27,21
837,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",64.16,671.17,9.03,0.83,0.4,10.88,157.76 ,83.32 ,1.89 ,6.57,51,27,21
838,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",27.15,858.85,8.67,0.81,0.4,10.70,157.76 ,83.32 ,1.89 ,5.07,51,27,21
839,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",29.00,959.26,8.33,0.80,0.4,10.41,157.76 ,83.32 ,1.89 ,6.05,51,27,21
840,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",57.07,1047.24,9.81,0.97,0.4,10.11,157.76 ,83.32 ,1.89 ,5.61,51,27,21
841,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",18.37,573.51,3.67,0.46,0.4,7.98,157.76 ,83.32 ,1.89 ,6.71,51,27,21
842,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",16.38,599.85,3.83,0.44,0.4,8.70,157.76 ,83.32 ,1.89 ,5.60,51,27,21
843,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",20.69,376.23,5.40,0.56,0.4,9.64,157.76 ,83.32 ,1.89 ,6.42,51,27,21
844,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",9.40,320.83,4.10,0.47,0.4,8.72,157.76 ,83.32 ,1.89 ,6.18,51,27,21
845,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",22.33,626.86,4.58,0.47,0.4,9.74,157.76 ,83.32 ,1.89 ,6.77,51,27,21
846,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",47.50,547.84,5.24,0.60,0.4,8.73,157.76 ,83.32 ,1.89 ,6.29,51,27,21
847,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",203.24,492.42,4.07,0.46,0.4,8.85,157.76 ,83.32 ,1.89 ,6.21,51,27,21
848,119,A1,123.57,41.82,75,7.20,730.00,1201,D,Cropland,GC,"Shenyang Experimental Ecology Station, Shenyang, Chi",60.73,308.11,4.69,0.52,0.4,9.02,157.76 ,83.32 ,1.89 ,6.55,51,27,21
849,120,A1,101.32,37.60,3215 ,-1.20,489.00,966,D,Grassland,GC,Haibei Alpine grassland Ecosystem Research Station,319.41,3021.94,70.90,5.70,0.9,12.44,627.00,61.20,10.25 ,8.01,35.50,6.20,58.40
850,120,A1,101.32,37.60,3215 ,-1.20,489.00,966,D,Grassland,GC,Haibei Alpine grassland Ecosystem Research Station,199.41,471.41,17.60,1.70,0.9,10.35,135.00,12.70,10.63 ,6.8,6.50,21.70,71.80
851,120,A1,123.51,44.59,144,5.10,373.73,1340,D,Grassland,GC,NM1,8.18,184.20,4.60,0.58,0.1,7.88,217.25 ,82.71 ,2.63 ,9.07,70.26,26.60,3.15
852,120,A1,121.04,44.52,269,5.80,320.32,1463,B,Grassland,GC,NM2,18.46,366.70,8.99,0.95,0.6,9.43,195.43 ,93.85 ,2.08 ,7.69,76.37,20.39,3.24
853,120,A1,120.33,45.11,660,3.72,320.40,1314,D,Grassland,GC,NM3,57.05,1184.28,24.82,2.39,0.4,10.38,136.65 ,97.49 ,1.40 ,7.66,46.34,46.68,6.98
854,120,A1,118.36,44.77,1019,0.56,336.32,1193,D,Grassland,GC,NM4,50.31,785.79,15.11,1.42,0.8,10.61,164.51 ,104.44 ,1.58 ,7.51,64.47,30.23,5.31
855,120,A1,116.52,44.26,1129,1.17,262.91,1223,B,Grassland,GC,NM5,49.45,806.71,16.86,1.77,0.8,9.52,161.87 ,104.03 ,1.56 ,7.39,62.68,30.71,6.61
856,120,A1,116.67,43.55,1272,0.16,321.51,1191,B,Grassland,GC,NM6,53.64,1162.55,20.69,2.21,0.8,9.35,190.62 ,104.97 ,1.82 ,7.74,57.90,35.10,6.99
857,120,A1,117.68,44.51,1024,1.96,287.23,1193,D,Grassland,GC,NM7,63.93,1180.12,21.07,2.30,0.6,9.16,163.22 ,103.78 ,1.57 ,7.83,53.51,40.47,6.02
858,120,A1,114.89,44.01,1101,0.10,234.31,1342,B,Grassland,GC,NM8,24.49,390.14,7.70,0.97,0.6,7.94,170.67 ,104.05 ,1.64 ,7.92,64.19,30.89,4.92
859,120,A1,113.50,43.84,1022,2.47,177.63,1458,B,Grassland,GC,NM9,14.43,230.16,6.11,0.57,0.6,10.67,121.49 ,94.40 ,1.29 ,7.80,66.93,28.89,4.18
860,120,A1,112.15,43.63,955,3.69,140.25,1544,B,Grassland,GC,NM10,4.05,84.04,1.80,0.26,0.6,7.05,110.37 ,94.09 ,1.17 ,7.96,86.52,11.31,2.16
861,120,A1,95.45,31.46,4104,0.41,516.55,1008,D,Grassland,GC,XZ1,178.38,2278.49,52.90,4.83,0.5,10.95,321.36 ,98.51 ,3.26 ,7.36,31.14,55.18,13.68
862,120,A1,93.53,31.85,4509,-1.50,447.31,934,E,Grassland,GC,XZ2,71.85,1565.78,45.84,3.80,1.1,12.07,309.45 ,112.10 ,2.76 ,6.78,50.70,39.99,9.31
863,120,A1,92.01,31.64,4587,-4.37,417.82,1112,E,Grassland,GC,XZ3,72.18,1656.35,38.05,3.53,1.2,10.79,310.87 ,111.37 ,2.79 ,7.11,70.11,23.98,5.90
864,120,A1,90.74,31.38,4617,-6.76,439.08,1222,E,Grassland,GC,XZ4,8.91,208.40,5.10,0.69,0.8,7.34,199.49 ,98.92 ,2.02 ,8.03,83.47,12.45,4.08
865,120,A1,89.72,31.54,4588,-3.06,369.83,1275,E,Grassland,GC,XZ5,12.74,322.16,9.49,1.15,1.8,8.22,25.95 ,89.51 ,0.29 ,8.07,62.25,27.20,10.55
866,120,A1,87.82,31.87,4570,-2.57,324.25,1372,D,Grassland,GC,XZ6,11.01,153.59,4.84,0.77,0.8,6.33,78.45 ,103.68 ,0.76 ,8.19,82.46,12.29,5.25
867,120,A1,85.84,31.92,4938,-3.77,313.48,1225,D,Grassland,GC,XZ7,63.77,354.70,11.95,1.12,0.7,10.71,69.19 ,121.36 ,0.57 ,8.34,48.18,41.47,10.36
868,120,A1,83.34,32.41,4578,-3.90,264.28,1327,D,Grassland,GC,XZ8,11.35,230.25,6.84,0.90,0.7,7.63,45.01 ,110.60 ,0.41 ,8.20,52.25,32.47,15.29
869,120,A1,81.23,32.30,4558,-3.49,242.85,1263,D,Grassland,GC,XZ9,3.45,53.52,2.77,0.30,0.7,9.36,61.04 ,99.26 ,0.61 ,8.43,75.46,17.08,7.47
870,120,A1,80.15,32.48,4328,-1.27,159.76,1332,E,Grassland,GC,XZ10,3.39,55.75,3.04,0.34,0.7,9.05,15.01 ,80.31 ,0.19 ,8.25,76.66,16.41,6.93
871,120,A1,113.36,36.29,804,11.85,469.90,1407,D,Grassland,GC,HT1,14.73,428.49,10.87,1.27,1.2,8.53,130.80 ,86.39 ,1.51 ,8.07,45.85,42.42,11.73
872,120,A1,112.29,35.99,894,9.96,492.65,1378,D,Grassland,GC,HT2,19.44,481.31,11.38,1.41,0.4,8.09,184.99 ,46.59 ,3.97 ,7.92,32.96,57.39,9.64
873,120,A1,111.64,35.99,833,10.66,471.77,1428,B,Grassland,GC,HT3,11.19,314.79,10.62,1.21,0.6,8.79,209.79 ,52.57 ,3.99 ,8.16,48.44,41.56,10.00
874,120,A1,110.18,36.07,966,10.72,444.47,1411,D,Grassland,GC,HT4,9.04,188.98,8.11,1.03,1.1,7.88,136.65 ,72.59 ,1.88 ,8.10,54.03,37.07,8.90
875,120,A1,109.24,36.74,1268,9.50,415.74,1388,D,Grassland,GC,HT5,8.41,186.55,7.76,0.95,1.1,8.19,128.06 ,73.34 ,1.75 ,8.18,79.21,16.70,4.10
876,120,A1,107.92,36.93,1383,7.46,365.08,1311,B,Grassland,GC,HT6,11.43,307.11,9.98,1.21,0.5,8.27,126.84 ,76.98 ,1.65 ,7.99,71.13,22.76,6.11
877,120,A1,107.19,37.58,1535,5.23,329.29,1384,B,Grassland,GC,HT7,5.13,117.72,4.67,0.59,0.5,7.86,77.17 ,77.41 ,1.00 ,8.15,79.04,16.75,4.20
878,120,A1,105.78,37.42,1293,5.87,266.96,1482,B,Grassland,GC,HT8,10.60,76.32,6.16,0.60,0.7,10.30,104.72 ,80.74 ,1.30 ,8.18,67.72,25.30,6.98
879,120,A1,104.92,37.44,1378,7.56,194.90,1482,B,Grassland,GC,HT9,4.00,15.62,4.59,0.35,0.7,13.29,56.37 ,76.39 ,0.74 ,8.44,80.25,15.45,4.30
880,120,A1,104.44,37.46,1714,7.71,179.58,1474,B,Grassland,GC,HT10,4.87,50.53,4.42,0.66,0.7,6.74,97.59 ,84.17 ,1.16 ,8.46,48.53,42.55,8.92
881,120,A1,118.40,29.14,158,15.72,1858.41,1243,C,Forest,GC,GT,78.62,1207.33,40.34,2.20,0.5,18.30,224.02 ,56.90 ,3.94 ,6.24,47.53,46.31,6.16
882,120,A1,121.78,29.80,168,16.58,1380.41,1196,C,Forest,GC,TT,131.05,1887.63,48.08,3.39,0.5,14.19,252.35 ,58.57 ,4.31 ,4.86,24.78,65.49,9.73
883,120,A1,110.80,30.11,1767,15.07,1345.14,960,C,Forest,GC,HP,74.32,1448.81,44.14,3.49,0.7,12.66,197.07 ,53.66 ,3.67 ,7.38,18.53,72.20,9.28
884,120,A1,101.02,24.53,2505,14.96,1112.81,1084,C,Forest,GC,AL,243.03,4164.88,122.33,8.31,0.8,14.73,121.37 ,72.97 ,1.66 ,5.32,40.65,52.11,7.25
885,120,A1,105.76,26.25,1445,15.76,1204.51,1105,C,Forest,GC,TL,179.25,3370.17,86.16,7.30,0.4,11.81,120.16 ,83.39 ,1.44 ,7.17,37.24,55.49,7.28
886,120,A1,108.33,24.74,295,19.38,1528.82,1266,C,Forest,GC,HJ,77.25,1583.99,58.90,4.81,0.3,12.24,166.51 ,47.72 ,3.49 ,7.54,17.24,69.27,13.49
887,120,A1,116.31,36.22,42,13.05,654.17,1468,D,Forest,GC,TS,30.98,834.82,22.93,1.82,0.5,12.59,146.80 ,73.14 ,2.01 ,4.99,69.61,25.43,4.97
888,120,A1,107.36,33.26,894,11.35,914.49,1142,C,Forest,GC,TB,42.65,1284.85,34.93,2.89,0.4,12.09,225.43 ,53.39 ,4.22 ,6.09,30.92,58.30,10.78
889,120,A1,117.45,40.63,823,6.45,618.24,1324,D,Forest,GC,WL,66.31,1799.32,50.01,3.86,0.4,12.97,135.25 ,81.66 ,1.66 ,5.61,46.55,44.63,8.81
890,120,A1,127.55,45.30,323,1.06,682.52,1036,D,Forest,GC,ME,213.11,4112.81,104.69,9.37,1.1,11.17,324.92 ,51.22 ,6.34 ,5.99,25.59,64.71,9.70
891,120,A1,126.26,42.62,316,3.40,799.35,1052,D,Forest,GC,LW,154.71,4163.33,111.99,8.78,0.9,12.76,229.06 ,81.58 ,2.81 ,6.37,28.66,62.99,8.35
892,120,A1,124.94,42.02,557,4.59,836.23,1102,D,Forest,GC,QY,68.66,1832.82,66.59,5.15,0.5,12.94,262.65 ,51.14 ,5.14 ,5.97,31.76,58.07,10.17
893,120,A1,127.38,43.51,326,2.64,721.01,1019,D,Forest,GC,JH,166.67,3863.93,70.97,6.39,0.8,11.10,100.70 ,114.65 ,0.88 ,5.97,27.53,62.03,10.44
894,120,A1,112.54,23.17,240,21.83,1927.00,1306,C,Forest,GC,DH,45.24,890.50,27.68,1.68,0.2,16.51,224.12 ,66.63 ,3.36 ,5.63,35.60,56.59,7.80
895,120,A1,128.89,47.18,401,0.01,648.34,969,D,Forest,GC,LS,118.04,3215.38,66.57,4.30,1.1,15.50,241.06 ,46.82 ,5.15 ,6.35,39.45,48.55,12.00
896,120,A1,114.44,24.57,562,18.22,1769.93,1192,C,Forest,GC,JL,130.43,1368.70,39.05,2.56,0.4,15.24,100.45 ,52.81 ,1.90 ,6.05,34.36,55.24,10.40
897,120,A1,115.48,39.97,972,6.55,539.07,1412,B,Forest,GC,DL,52.76,1550.76,38.18,3.00,0.6,12.74,123.81 ,78.47 ,1.58 ,6.87,94.12,5.28,0.60
898,120,A1,128.09,42.40,758,2.79,691.00,921,D,Forest,GC,CB,206.02,4271.27,71.51,6.07,0.7,11.79,243.31 ,47.02 ,5.17 ,6.13,24.86,68.25,6.89
899,120,A1,110.49,31.32,1510,8.50,1446.71,993,C,Forest,GC,SN,89.26,1489.96,36.13,3.63,1.1,9.96,161.16 ,51.20 ,3.15 ,6.89,60.44,34.61,4.95
900,120,A1,112.10,36.68,1668,5.98,644.38,1184,D,Forest,GC,TY,40.44,1279.34,36.92,2.19,0.5,16.89,138.76 ,77.41 ,1.79 ,6.72,26.48,61.00,12.52
901,120,A1,108.86,18.74,809,23.15,2265.80,1466,A,Forest,GC,JF,87.27,1073.13,28.97,1.87,0.3,15.51,110.87 ,98.46 ,1.13 ,6.38,46.07,44.07,9.86
902,120,A1,123.29,51.76,850,-3.67,472.96,760,D,Forest,GC,HZ,101.25,1511.91,42.40,3.67,1.7,11.56,236.98 ,42.92 ,5.52 ,6.64,51.36,41.49,7.15
903,121,A2,-6.93,52.83,56.00,9.40,824.00,720,C,Cropland,GC,"Teagasc Crops, Carlow, Ireland",180.00,257.00,22.28,2.28,0.5,9.77,242.06 ,71.37 ,3.39 ,6.00,72.00,23.00,5.00
904,121,A2,-6.93,52.83,56.00,9.40,824.00,720,C,Cropland,GC,"Teagasc Crops, Carlow, Ireland",129.00,184.00,17.95,1.97,0.5,9.13,242.06 ,71.37 ,3.39 ,6.00,72.00,23.00,5.00
905,121,A2,-6.93,52.83,56.00,9.40,824.00,720,C,Cropland,GC,"Teagasc Crops, Carlow, Ireland",135.00,193.00,18.02,1.90,0.5,9.46,242.06 ,71.37 ,3.39 ,6.00,72.00,23.00,5.00
906,121,A2,-6.93,52.83,56.00,9.40,824.00,720,C,Cropland,GC,"Teagasc Crops, Carlow, Ireland",173.00,246.00,17.89,1.95,0.5,9.17,242.06 ,71.37 ,3.39 ,6.00,72.00,23.00,5.00
907,122,A2,124.40,43.36,65.00,5.60,595.00,1203,D,Cropland,GC,"Gongzhuling, Jilin, Chi",61.00,962.00,15.56,1.47,0.9,10.59,212.67 ,80.03 ,2.66 ,7.0,50,29,21
908,122,A2,124.40,43.36,65.00,5.60,595.00,1203,D,Cropland,GC,"Gongzhuling, Jilin, Chi",55.00,985.00,15.56,1.47,0.9,10.59,212.67 ,80.03 ,2.66 ,7.0,50,29,21
909,122,A2,124.40,43.36,65.00,5.60,595.00,1203,D,Cropland,GC,"Gongzhuling, Jilin, Chi",46.00,895.00,15.56,1.47,0.9,10.59,212.67 ,80.03 ,2.66 ,7.0,50,29,21
910,122,A2,124.40,43.36,65.00,5.60,595.00,1203,D,Cropland,GC,"Gongzhuling, Jilin, Chi",53.00,1027.00,15.56,1.47,0.9,10.59,212.67 ,80.03 ,2.66 ,7.0,50,29,21
911,122,A2,124.40,43.36,65.00,5.60,595.00,1203,D,Cropland,GC,"Gongzhuling, Jilin, Chi",46.00,1056.00,15.56,1.47,0.9,10.59,212.67 ,80.03 ,2.66 ,7.0,50,29,21
912,122,A2,124.40,43.36,65.00,5.60,595.00,1203,D,Cropland,GC,"Gongzhuling, Jilin, Chi",49.00,1019.00,15.56,1.47,0.9,10.59,212.67 ,80.03 ,2.66 ,7.0,50,29,21
913,122,A2,124.40,43.36,65.00,5.60,595.00,1203,D,Cropland,GC,"Gongzhuling, Jilin, Chi",47.00,995.00,15.56,1.47,0.9,10.59,212.67 ,80.03 ,2.66 ,7.0,50,29,21
914,122,A2,124.40,43.36,65.00,5.60,595.00,1203,D,Cropland,GC,"Gongzhuling, Jilin, Chi",44.00,897.00,15.56,1.47,0.9,10.59,212.67 ,80.03 ,2.66 ,7.0,50,29,21
915,122,A2,124.40,43.36,65.00,5.60,595.00,1203,D,Cropland,GC,"Gongzhuling, Jilin, Chi",47.00,963.00,15.56,1.47,0.9,10.59,212.67 ,80.03 ,2.66 ,7.0,50,29,21
916,122,A2,124.40,43.36,65.00,5.60,595.00,1203,D,Cropland,GC,"Gongzhuling, Jilin, Chi",47.00,894.00,15.56,1.47,0.9,10.59,212.67 ,80.03 ,2.66 ,7.0,50,29,21
917,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",69.00,239.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
918,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",43.00,228.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
919,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",47.00,307.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
920,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",48.00,289.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
921,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",52.00,315.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
922,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",53.00,134.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
923,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",43.00,243.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
924,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",44.00,253.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
925,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",45.00,196.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
926,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",49.00,337.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
927,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",47.00,435.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
928,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",47.00,393.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
929,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",42.00,392.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
930,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",54.00,294.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
931,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",51.00,260.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
932,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",39.00,187.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
933,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",57.00,364.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
934,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",16.00,43.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
935,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",20.00,114.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
936,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",19.00,91.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
937,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",22.00,99.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
938,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",24.00,118.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
939,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",18.00,79.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
940,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",22.00,93.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
941,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",21.00,81.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
942,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",22.00,101.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
943,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",18.00,84.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
944,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",17.00,90.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
945,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",18.00,106.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
946,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",20.00,122.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
947,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",18.00,64.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
948,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",21.00,86.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
949,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",19.00,77.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
950,123,A2,17.39,59.49,8.00,5.20,635.00,746,D,Cropland,GC,"Ultu, Sweden",18.00,92.00,16.00,1.40,0.7,11.40,506.90 ,39.19 ,12.93 ,7.60,40.85,52.00,7.15
951,124,A2,10.27,49.52,390.00,10.80,570.00,858,C,forest,GC,"Ebrach, Germany",79.00,664.00,27.20,1.5,0.5,18.13333333,197.59 ,75.88 ,2.60 ,3.90,80.00,13.00,7.00
952,124,A2,10.27,49.52,390.00,10.80,570.00,858,C,forest,GC,"Ebrach, Germany",9.00,124.00,8.60,1.5,0.5,5.733333333,197.59 ,75.88 ,2.60 ,3.90,80.00,13.00,7.00
953,124,A2,10.27,49.52,390.00,10.80,570.00,858,C,forest,GC,"Ebrach, Germany",7.00,91.00,4.90,1.5,0.5,3.266666667,197.59 ,75.88 ,2.60 ,3.90,80.00,13.00,7.00
954,124,A2,10.27,49.52,390.00,10.80,570.00,858,C,forest,GC,"Ebrach, Germany",17.00,194.00,9.00,1.5,0.5,6,197.59 ,75.88 ,2.60 ,3.90,80.00,13.00,7.00
955,124,A2,10.27,49.52,390.00,10.80,570.00,858,C,forest,GC,"Ebrach, Germany",13.00,91.00,2.50,1.5,0.5,1.666666667,197.59 ,75.88 ,2.60 ,3.90,80.00,13.00,7.00
956,124,A2,10.27,49.52,390.00,10.80,570.00,858,C,forest,GC,"Ebrach, Germany",972.00,4303.00,27.20,1.5,0.5,18.13333333,197.59 ,75.88 ,2.60 ,3.90,80.00,13.00,7.00
957,124,A2,10.27,49.52,390.00,10.80,570.00,858,C,forest,GC,"Ebrach, Germany",191.00,1045.00,8.60,1.5,0.5,5.733333333,197.59 ,75.88 ,2.60 ,3.90,80.00,13.00,7.00
958,124,A2,10.27,49.52,390.00,10.80,570.00,858,C,forest,GC,"Ebrach, Germany",119.00,376.00,4.90,1.5,0.5,3.266666667,197.59 ,75.88 ,2.60 ,3.90,80.00,13.00,7.00
959,124,A2,10.27,49.52,390.00,10.80,570.00,858,C,forest,GC,"Ebrach, Germany",107.00,453.00,9.00,1.5,0.5,6,197.59 ,75.88 ,2.60 ,3.90,80.00,13.00,7.00
960,124,A2,10.27,49.52,390.00,10.80,570.00,858,C,forest,GC,"Ebrach, Germany",79.00,214.00,2.50,1.5,0.5,1.666666667,197.59 ,75.88 ,2.60 ,3.90,80.00,13.00,7.00
961,124,A2,10.27,49.52,390.00,10.80,570.00,858,C,forest,GC,"Ebrach, Germany",62.00,2426.00,27.20,1.5,0.5,18.13333333,197.59 ,75.88 ,2.60 ,3.90,80.00,13.00,7.00
