ID,Reference,Data source,Longitude,Latitude,Elevation,MAT,MAP,PET,Climate,Ecosystem type,Methods,Site,MurA,GlcN,SOC,TN,TP,C/N,MBC,MBN,MBC/N,pH,Sand,Silt,Clay
560,67,A1,111.94,41.86,1466,3.30,226.00,1441,B,Desert,LC,Desert Steppe,,,11.97,1.35,0.7,8.87,196.91 ,102.58 ,1.92 ,8.24,29,53,64.00
561,67,A1,107.97,46.76,1273,-0.20,209.00,1094,B,Desert,LC,Desert Steppe,,,11.67,0.91,0.1,12.82,87.71 ,104.67 ,0.84 ,7.18,49,35,59.00
562,67,A1,108.29,41.83,1369,4.60,183.00,1506,B,Desert,LC,Desert Steppe,,,3.67,0.41,0.5,8.95,141.43 ,98.96 ,1.43 ,8.49,47,40,36.00
563,67,A1,112.64,42.58,1143,4.20,203.00,1522,B,Desert,LC,Desert Steppe,,,4.70,0.59,0.6,7.97,148.64 ,96.89 ,1.53 ,8.57,43,41,48.00
564,67,A1,112.37,42.20,1302,3.80,216.00,1481,B,Desert,LC,Desert Steppe,,,5.39,0.64,0.6,8.42,170.67 ,96.85 ,1.76 ,8.45,47,39,41.00
565,67,A1,114.05,43.85,1065,2.30,222.00,1435,B,Desert,LC,Desert Steppe,,,16.52,1.37,0.6,12.06,169.90 ,101.80 ,1.67 ,7.88,47,39,52.00
566,67,A1,107.52,47.32,1439,-2.00,243.00,980,B,Grassland,LC,Typical Steppe,,,41.19,3.58,0.3,11.51,171.60 ,110.10 ,1.56 ,6.91,41,38,36.00
567,67,A1,106.22,48.36,1207,-1.10,261.00,969,D,Grassland,LC,Typical Steppe,,,28.58,2.49,0.5,11.48,126.49 ,100.21 ,1.26 ,6.65,43,37,45.00
568,67,A1,116.67,43.55,1270,1.10,342.00,1191,B,Grassland,LC,Typical Steppe,,,22.73,1.93,0.8,11.78,190.62 ,104.97 ,1.82 ,6.99,44,35,38.00
569,67,A1,116.78,44.42,1051,1.30,306.00,1246,B,Grassland,LC,Typical Steppe,,,19.26,1.68,0.8,11.46,161.87 ,104.03 ,1.56 ,6.70,44,35,10.00
570,67,A1,106.11,48.81,1005,-1.10,287.00,944,D,Grassland,LC,Typical Steppe,,,16.18,1.47,0.5,11.01,127.10 ,99.29 ,1.28 ,7.68,43,37,41.00
571,67,A1,106.72,48.21,1194,-0.60,245.00,966,D,Grassland,LC,Typical Steppe,,,33.23,2.55,0.5,13.03,126.29 ,100.55 ,1.26 ,7.08,43,37,79.00
572,67,A1,117.60,44.44,1079,1.10,352.00,1194,D,Grassland,LC,Typical Steppe,,,34.93,3.09,0.6,11.30,141.25 ,100.55 ,1.40 ,6.92,19,73,30.00
573,67,A1,116.56,43.54,1180,1.60,331.00,1231,B,Grassland,LC,Typical Steppe,,,39.58,3.96,0.8,9.99,190.62 ,104.97 ,1.82 ,6.53,44,35,55.00
574,67,A1,106.18,48.90,870,-0.90,279.00,980,D,Grassland,LC,Typical Steppe,,,19.86,1.86,0.5,10.68,127.10 ,99.29 ,1.28 ,7.42,43,37,54.00
575,67,A1,117.41,44.46,1128,0.80,346.00,1172,D,Grassland,LC,Typical Steppe,,,48.74,4.39,0.6,11.10,190.77 ,105.62 ,1.81 ,7.14,19,73,45.00
576,67,A1,106.50,48.86,883,-0.70,268.00,963,D,Grassland,LC,Typical Steppe,,,21.04,2.08,0.5,10.12,127.44 ,99.95 ,1.27 ,7.35,43,37,43.00
577,67,A1,119.67,49.53,719,-1.70,374.00,967,D,Grassland,LC,Meadow Steppe,,,13.84,1.60,0.3,8.65,136.15 ,105.65 ,1.29 ,8.32,43,37,21.00
578,67,A1,120.42,49.13,706,-1.50,404.00,935,D,Grassland,LC,Meadow Steppe,,,18.26,1.45,0.6,12.59,178.61 ,104.96 ,1.70 ,6.52,42,35,58.00
579,67,A1,106.07,49.16,925,-1.30,307.00,940,D,Grassland,LC,Meadow Steppe,,,34.06,2.91,0.5,11.70,128.16 ,97.57 ,1.31 ,6.54,43,37,11.50
580,67,A1,105.94,49.37,823,-1.00,313.00,937,D,Grassland,LC,Meadow Steppe,,,14.86,1.82,0.5,8.16,128.89 ,96.32 ,1.34 ,8.24,43,37,37.00
581,67,A1,106.31,49.94,739,-0.90,321.00,896,D,Grassland,LC,Meadow Steppe,,,14.44,1.58,0.5,9.14,196.49 ,61.42 ,3.20 ,8.12,47,32,37.00
582,67,A1,111.55,40.95,1692,-1.00,357.00,1351,B,Grassland,LC,Meadow Steppe,,,6.52,0.68,0.8,9.59,197.47 ,81.18 ,2.43 ,7.92,44,39,64.00
583,67,A1,120.03,49.38,640,-1.10,374.00,942,D,Grassland,LC,Meadow Steppe,,,19.65,1.58,0.6,12.44,178.61 ,104.96 ,1.70 ,7.54,42,36,36.00
584,67,A1,120.02,49.52,817,-0.80,358.00,909,D,Grassland,LC,Meadow Steppe,,,15.92,1.70,0.3,9.36,142.10 ,106.53 ,1.33 ,7.49,43,37,42.00
585,67,A1,119.76,48.86,657,-2.40,404.00,1003,D,Grassland,LC,Meadow Steppe,,,16.55,1.37,0.5,12.08,183.55 ,105.19 ,1.74 ,7.12,43,37,36.00
586,68,A1,-88.19,40.06,220.00 ,11.10,1042.00,1203,D,Grassland,GC,"University of Illinois Energy Farm, Urba, IL, USA",38.39,1186.72,16.23,1.58,0.6,10.24,254.20 ,68.95 ,3.69 ,6.8,66,9,25
587,68,A1,-88.19,40.06,220.00 ,11.10,1042.00,1203,D,Grassland,GC,"University of Illinois Energy Farm, Urba, IL, USA",43.56,1313.39,19.14,1.80,0.6,10.65,254.20 ,68.95 ,3.69 ,6.8,66,9,25
588,68,A1,-88.19,40.06,220.00 ,11.10,1042.00,1203,D,Grassland,GC,"University of Illinois Energy Farm, Urba, IL, USA",44.31,1403.41,19.23,1.80,0.6,10.66,254.20 ,68.95 ,3.69 ,6.8,66,9,25
589,68,A1,-88.19,40.06,220.00 ,11.10,1042.00,1203,D,Cropland,GC,"University of Illinois Energy Farm, Urba, IL, USA",33.38,1165.72,17.22,1.60,0.6,10.73,254.20 ,68.95 ,3.69 ,6.8,66,9,25
590,68,A1,-88.19,40.06,220.00 ,11.10,1042.00,1203,D,Cropland,GC,"University of Illinois Energy Farm, Urba, IL, USA",39.39,1205.67,18.14,1.68,0.6,10.80,254.20 ,68.95 ,3.69 ,6.8,66,9,25
591,68,A1,-88.19,40.06,220.00 ,11.10,1042.00,1203,D,Cropland,GC,"University of Illinois Energy Farm, Urba, IL, USA",37.01,1165.60,15.92,1.50,0.6,10.62,254.20 ,68.95 ,3.69 ,6.8,66,9,25
592,69,A1,11.75,48.83,354,7.40,803.00,847,D,Cropland,GC,"Scheyern Research Farm, Munich, Germany",42.70,658.00,12.30,1.33,0.5,9.25,222.00,24.00,9.25 ,7.1,27.00,50.00,23.00
593,69,A1,11.75,48.83,354,7.40,803.00,847,D,Cropland,GC,"Scheyern Research Farm, Munich, Germany",40.10,617.00,13.00,1.46,0.5,8.90,168.00,19.00,8.84 ,7.1,27.00,54.00,19.00
594,70,A1,144.60,43.32,27,5.80,1169.70,880,D,Forest,GC,"Shibecha, Hokkaido Forest Research Station, Kyoto University, Japan",190.00,4600.00,106.20,7.10,1.1,14.96,374.77 ,75.37 ,4.97 ,5.8,41,33,26
595,70,A1,144.60,43.32,27,5.80,1169.70,880,D,Forest,GC,"Shibecha, Hokkaido Forest Research Station, Kyoto University, Japan",190.00,4100.00,86.70,6.30,1.1,13.76,374.77 ,75.37 ,4.97 ,5.8,41,33,26
596,70,A1,144.60,43.32,27,5.80,1169.70,880,D,Forest,GC,"Shibecha, Hokkaido Forest Research Station, Kyoto University, Japan",200.00,3500.00,90.80,6.00,1.1,15.13,374.77 ,75.37 ,4.97 ,5.8,41,33,26
597,71,A1,115.54,26.74,265,17.80,1470.00,1254,C,Cropland,GC,Qianyanzhou,23.42,99.62,9.10,1.00,0.3,9.10,307.00,51.84 ,5.92 ,6.00,48,12,40
598,71,A1,115.54,26.74,265,17.80,1470.00,1254,C,Cropland,GC,Qianyanzhou,34.21,148.30,12.50,1.30,0.3,9.62,435.00,51.84 ,8.39 ,6.00,48,12,40
599,71,A1,115.54,26.74,265,17.80,1470.00,1254,C,Cropland,GC,Qianyanzhou,39.34,187.92,14.20,1.50,0.3,9.47,561.00,51.84 ,10.82 ,6.00,48,12,40
600,71,A1,115.54,26.74,265,17.80,1470.00,1254,C,Cropland,GC,Qianyanzhou,43.71,232.08,15.10,1.50,0.3,10.07,445.00,51.84 ,8.58 ,6.00,48,12,40
601,71,A1,115.54,26.74,265,17.80,1470.00,1254,C,Cropland,GC,Qianyanzhou,33.94,165.28,15.10,1.50,0.3,10.07,171.00,51.84 ,3.30 ,6.00,48,12,40
602,72,A1,133.52,47.58,56,1.93,610.00,898,D,Wetland,GC,Sanjiang Experimental Station ofWetland Ecology,132.19,2093.45,37.88,3.59,0.7,10.55,213.15 ,94.93 ,2.25 ,5.50,41,39,20
603,72,A1,133.52,47.58,56,1.93,610.00,898,D,Cropland,GC,Sanjiang Experimental Station ofWetland Ecology,98.01,1780.06,26.11,2.33,0.7,11.20,213.15 ,94.93 ,2.25 ,5.19,41,39,20
604,72,A1,133.52,47.58,56,1.93,610.00,898,D,Cropland,GC,Sanjiang Experimental Station ofWetland Ecology,93.45,1411.97,25.87,2.31,0.7,11.20,213.15 ,94.93 ,2.25 ,5.09,41,39,20
605,72,A1,133.52,47.58,56,1.93,610.00,898,D,Cropland,GC,Sanjiang Experimental Station ofWetland Ecology,85.47,1304.84,25.52,2.22,0.7,11.50,213.15 ,94.93 ,2.25 ,5.19,41,39,20
606,72,A1,133.52,47.58,56,1.93,610.00,898,D,Cropland,GC,Sanjiang Experimental Station ofWetland Ecology,120.80,1540.74,34.73,3.50,0.7,9.92,213.15 ,94.93 ,2.25 ,5.44,41,39,20
607,72,A1,133.52,47.58,56,1.93,610.00,898,D,Cropland,GC,Sanjiang Experimental Station ofWetland Ecology,134.47,1642.17,36.13,3.59,0.7,10.06,213.15 ,94.93 ,2.25 ,5.43,41,39,20
608,73,A1,92.93,34.85,4668,-3.80,383.00,973,E,Grassland,GC,Beiluhe Observation and Research Station,56.22,523.56,16.50,1.25,0.4,13.20,67.00 ,103.91 ,0.64 ,8.69,40,48,12
609,73,A1,92.93,34.85,4668,-3.80,383.00,973,E,Grassland,GC,Beiluhe Observation and Research Station,65.56,476.67,13.50,1.16,0.4,11.64,67.00 ,103.91 ,0.64 ,8.88,40,48,12
610,73,A1,92.93,34.85,4668,-3.80,383.00,973,E,Grassland,GC,Beiluhe Observation and Research Station,43.33,262.22,9.93,0.94,0.4,10.56,67.00 ,103.91 ,0.64 ,8.88,40,48,12
611,73,A1,92.93,34.85,4668,-3.80,383.00,973,E,Grassland,GC,Beiluhe Observation and Research Station,32.67,189.78,7.43,0.72,0.4,10.32,67.00 ,103.91 ,0.64 ,8.97,40,48,12
612,73,A1,92.93,34.85,4668,-3.80,383.00,973,E,Grassland,GC,Beiluhe Observation and Research Station,21.11,143.33,5.97,0.66,0.4,9.05,67.00 ,103.91 ,0.64 ,9.08,40,48,12
613,74,A1,-88.50,35.37,173,13.40,1771.00,1443,C,Cropland,GC,"Jackson, USA",48.00,1045.00,11.25,1.13,0.5,9.96,229.34 ,62.07 ,3.69 ,5.50,69.62,17.00,13.37
614,74,A1,-88.50,35.37,173,13.40,1771.00,1443,C,Cropland,GC,"Jackson, USA",33.00,732.00,9.32,0.95,0.5,9.81,229.34 ,62.07 ,3.69 ,5.50,72.03,10.98,16.99
615,74,A1,-88.50,35.37,173,13.40,1771.00,1443,C,Cropland,GC,"Jackson, USA",38.00,962.00,15.63,1.51,0.5,10.35,229.34 ,62.07 ,3.69 ,5.50,76.15,10.68,13.17
616,74,A1,-88.50,35.37,173,13.40,1771.00,1443,C,Cropland,GC,"Jackson, USA",57.00,996.00,11.98,1.19,0.5,10.07,229.34 ,62.07 ,3.69 ,5.50,71.23,12.65,16.12
617,74,A1,-88.50,35.37,173,13.40,1771.00,1443,C,Cropland,GC,"Jackson, USA",39.00,747.00,10.89,1.08,0.5,10.08,229.34 ,62.07 ,3.69 ,5.50,80.47,8.23,11.30
618,74,A1,-88.50,35.37,173,13.40,1771.00,1443,C,Cropland,GC,"Jackson, USA",28.00,685.00,9.95,0.92,0.5,10.82,229.34 ,62.07 ,3.69 ,5.50,58.50,12.71,28.79
619,75,A1,116.93,28.26,39,7.50,700.00,1337,C,Cropland,LC,tiol Field Observation and Research Station of Shenyang Agro-ecosystems,,,10.50,1.06,0.2,9.90,236.50 ,66.71 ,3.55 ,5.38,13.00,66.37,20.67
620,76,A1,10.12,33.53,304,26.00,186.00,2305,B,Forest,GC,"Gulf of Gabes, Tunisia",16.40,316.60,19.26,1.70,0.8,11.33,56.54 ,63.25 ,0.89 ,7.78,26,56,17
621,76,A1,10.12,33.53,304,26.00,186.00,2305,B,Forest,GC,"Gulf of Gabes, Tunisia",17.00,252.00,19.18,1.40,0.8,13.70,56.54 ,63.25 ,0.89 ,7.92,26,56,17
622,76,A1,10.12,33.53,304,26.00,186.00,2305,B,Desert,GC,"Gulf of Gabes, Tunisia",5.00,71.50,5.10,1.05,0.8,4.86,56.54 ,63.25 ,0.89 ,7.55,26,56,17
623,76,A1,8.52,33.40,20,24.50,74.00,2743,B,Forest,GC,"Guettaya, Tunisia",14.40,194.20,18.08,1.06,0.7,17.06,271.40 ,36.79 ,7.38 ,7.60,5,90,5
624,76,A1,8.52,33.40,20,24.50,74.00,2743,B,Forest,GC,"Guettaya, Tunisia",10.20,134.60,9.56,1.14,0.7,8.39,271.40 ,36.79 ,7.38 ,7.58,5,90,5
625,76,A1,8.52,33.40,20,24.50,74.00,2743,B,Desert,GC,"Guettaya, Tunisia",3.00,54.50,10.20,1.05,0.7,9.71,271.40 ,36.79 ,7.38 ,7.95,5,90,5
626,77,A1,116.93,28.26,39,17.60,1795.00,1337,C,Cropland,GC,"Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",19.10,224.00,5.69,0.59,0.2,9.64,56.80,66.71 ,0.85 ,4.96,25.60,33.20,41.20
627,77,A1,116.93,28.26,39,17.60,1795.00,1337,C,Cropland,GC,"Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",20.50,263.00,6.44,0.70,0.2,9.20,80.50,66.71 ,1.21 ,5.20,25.60,33.20,41.20
628,77,A1,116.93,28.26,39,17.60,1795.00,1337,C,Cropland,GC,"Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",19.40,247.30,6.32,0.72,0.2,8.78,83.20,66.71 ,1.25 ,6.59,25.60,33.20,41.20
629,77,A1,116.93,28.26,39,17.60,1795.00,1337,C,Cropland,GC,"Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",22.70,275.90,6.62,0.78,0.2,8.49,115.40,66.71 ,1.73 ,5.13,25.60,33.20,41.20
630,77,A1,116.93,28.26,39,17.60,1795.00,1337,C,Cropland,GC,"Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",23.70,298.90,7.13,0.82,0.2,8.70,128.40,66.71 ,1.92 ,5.16,25.60,33.20,41.20
631,77,A1,116.93,28.26,39,17.60,1795.00,1337,C,Cropland,GC,"Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",23.60,286.30,6.76,0.82,0.2,8.24,132.10,66.71 ,1.98 ,5.17,25.60,33.20,41.20
632,77,A1,116.93,28.26,39,17.60,1795.00,1337,C,Cropland,GC,"Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",23.00,319.80,8.21,0.85,0.2,9.66,118.50,66.71 ,1.78 ,5.57,25.60,33.20,41.20
633,78,A1,107.88,35.28,1200.00 ,9.20,548.00,1211,D,Cropland,LC,Changwu Agricultural and Ecological Experimental Station,32.31,449.94,8.68,1.02,0.5,8.51,77.03,13.85,5.56 ,7.92,13.00,72.00,15.00
634,78,A1,107.88,35.28,1200,9.20,548.00,1211,D,Cropland,LC,Changwu Agricultural and Ecological Experimental Station,28.57,352.38,7.99,0.98,0.5,8.15,66.16,8.18,8.09 ,8.23,13.00,72.00,15.00
635,78,A1,107.88,35.28,1200.00 ,9.20,548.00,1211,D,Cropland,LC,Changwu Agricultural and Ecological Experimental Station,24.98,356.90,7.86,1.04,0.5,7.56,77.33,24.40,3.17 ,7.81,13.00,72.00,15.00
636,78,A1,107.88,35.28,1200,9.20,548.00,1211,D,Cropland,LC,Changwu Agricultural and Ecological Experimental Station,23.81,319.05,7.52,0.93,0.5,8.09,66.87,21.52,3.11 ,8.21,13.00,72.00,15.00
637,78,A1,107.88,35.28,1200.00 ,9.20,548.00,1211,D,Cropland,LC,Changwu Agricultural and Ecological Experimental Station,46.25,561.00,12.87,1.60,0.5,8.04,87.41,41.43,2.11 ,7.32,13.00,72.00,15.00
638,78,A1,107.88,35.28,1200,9.20,548.00,1211,D,Cropland,LC,Changwu Agricultural and Ecological Experimental Station,42.86,485.71,11.69,1.30,0.5,8.99,69.89,33.36,2.10 ,8.06,13.00,72.00,15.00
639,79,A1,128.15,42.15,850.00 ,2.90,700.00,864,D,Forest,GC,Changbai Mountain tiol ture Reserve,223.59,5395.76,139.09,7.49,1.2,18.56,243.31 ,47.02 ,5.17 ,5.8,40,43,17
640,79,A1,128.15,42.15,850.00 ,2.90,700.00,864,D,Forest,GC,Changbai Mountain tiol ture Reserve,301.53,6797.56,167.00,10.06,1.2,16.60,243.31 ,47.02 ,5.17 ,5.8,40,43,17
641,79,A1,128.15,42.15,850.00 ,2.90,700.00,864,D,Forest,GC,Changbai Mountain tiol ture Reserve,308.61,7334.95,189.75,11.01,1.2,17.23,243.31 ,47.02 ,5.17 ,5.8,40,43,17
642,79,A1,128.15,42.15,850.00 ,2.90,700.00,864,D,Forest,GC,Changbai Mountain tiol ture Reserve,314.54,7536.74,190.39,10.61,1.2,17.95,243.31 ,47.02 ,5.17 ,5.8,40,43,17
643,79,A1,128.15,42.15,850.00 ,2.90,700.00,864,D,Forest,GC,Changbai Mountain tiol ture Reserve,285.34,6337.80,176.01,10.23,1.2,17.21,243.31 ,47.02 ,5.17 ,5.8,40,43,17
644,80,A1,12.96,47.05,1300,1.90,1850.00,532,E,Grassland,LC,"Mt. Sonnblick, north of Innsbruck (Austria)",,5190.00,162.00,12.23,0.7,13.25,221.35 ,25.00 ,8.86 ,4.80,52.50,40.50,8.50
645,80,A1,12.96,47.05,1600,3.80,1480.00,532,E,Forest,LC,"Mt. Sonnblick, north of Innsbruck (Austria)",162.00,3300.00,97.00,5.19,0.7,18.70,221.35 ,25.00 ,8.86 ,4.30,52.50,40.50,8.50
646,80,A1,12.96,47.05,2100,5.90,1067.00,532,E,Forest,LC,"Mt. Sonnblick, north of Innsbruck (Austria)",222.00,3110.00,93.00,5.01,0.7,18.56,221.35 ,25.00 ,8.86 ,4.50,52.50,40.50,8.50
647,81,A1,108.28,15.14,485,19.45,1422.00,1579,A,Cropland,GC,"Guangxi Zhuang Autonomous Region, southwest Chi",38.59,672.20,14.14,1.70,0.6,8.32,529.42,37.72,14.04 ,7.03,30,40,28
648,81,A1,108.28,15.14,485,19.45,1422.00,1579,A,Cropland,GC,"Guangxi Zhuang Autonomous Region, southwest Chi",57.31,829.88,17.56,1.90,0.6,9.24,549.08,33.36,16.46 ,5.99,30,40,28
649,81,A1,108.28,15.14,485,19.45,1422.00,1579,A,Cropland,GC,"Guangxi Zhuang Autonomous Region, southwest Chi",46.10,639.00,16.47,2.01,0.6,8.19,454.50,37.27,12.19 ,6.13,30,40,28
650,81,A1,108.28,15.14,485,19.45,1422.00,1579,A,Cropland,GC,"Guangxi Zhuang Autonomous Region, southwest Chi",61.50,1136.93,29.42,2.58,0.6,11.40,1041.00,91.14,11.42 ,7.15,30,40,28
651,81,A1,108.28,15.14,485,19.45,1422.00,1579,A,Forest,GC,"Guangxi Zhuang Autonomous Region, southwest Chi",120.97,2074.69,61.52,3.84,0.6,16.02,2405.75,175.40,13.72 ,7.33,30,40,28
652,82,A1,111.42,33.47,732,15.10,894.00,1244,C,Forest,GC,"Baotianman ture Reserve, Hen Province, Central Chi",268.86,2090.67,41.60,2.75,0.3,15.13,139.84 ,60.07 ,2.33 ,6.0,63,14,23
653,83,A1,126.53,45.80,117,4.10,556.00,1123,D,Forest,GC,Haerbin,38.00,783.00,27.60,2.11,0.8,13.08,253.64 ,81.89 ,3.10 ,6.91,25.20,66.90,7.90
654,83,A1,117.28,34.21,35,14.90,694.00,1468,C,Forest,GC,Xuzhou,18.00,339.00,14.10,1.26,0.7,11.19,164.28 ,64.38 ,2.55 ,7.32,23.70,67.90,8.40
655,83,A1,112.97,28.20,54,18.30,1496.00,1161,C,Forest,GC,Changsha,57.00,711.00,27.30,2.89,0.3,9.45,181.90 ,57.22 ,3.18 ,5.27,23.90,69.40,6.70
656,83,A1,108.88,18.72,1066,24.20,1955.00,1413,A,Forest,GC,Jiangfengling,59.00,673.00,25.70,2.21,0.8,11.63,110.87 ,98.46 ,1.13 ,5.27,22.50,70.10,7.40
657,84,A1,117.36,26.19,315,19.10,1750.00,1342,C,Forest,GC,"Sanming, Chi",98.00,1442.00,51.80,2.75,0.3,18.84,124.17 ,50.72 ,2.45 ,4.08,16.40,37.30,46.30
658,84,A1,117.36,26.19,315,19.10,1750.00,1342,C,Forest,GC,"Sanming, Chi",58.00,898.00,30.00,1.91,0.3,15.71,124.17 ,50.72 ,2.45 ,4.44,15.20,34.90,50.00
659,84,A1,117.36,26.19,301,19.10,1750.00,1342,C,Forest,GC,"Sanming, Chi",52.00,581.00,18.60,1.13,0.3,16.46,124.17 ,50.72 ,2.45 ,4.47,11.10,39.00,50.00
660,84,A1,117.36,26.19,303,19.10,1750.00,1342,C,Forest,GC,"Sanming, Chi",61.00,712.00,20.90,1.29,0.3,16.20,124.17 ,50.72 ,2.45 ,4.52,12.30,37.50,50.30
661,84,A1,117.36,26.19,315,19.10,1750.00,1342,C,Forest,GC,"Sanming, Chi",85.00,671.00,27.00,1.47,0.3,18.37,124.17 ,50.72 ,2.45 ,4.10,16.30,40.60,43.10
662,84,A1,117.36,26.19,315,19.10,1750.00,1342,C,Forest,GC,"Sanming, Chi",42.00,298.00,12.70,1.06,0.3,11.98,124.17 ,50.72 ,2.45 ,4.28,17.50,36.60,45.80
663,84,A1,117.36,26.19,301,19.10,1750.00,1342,C,Forest,GC,"Sanming, Chi",35.00,262.00,10.70,0.75,0.3,14.27,124.17 ,50.72 ,2.45 ,4.39,13.30,40.80,45.80
664,84,A1,117.36,26.19,303,19.10,1750.00,1342,C,Forest,GC,"Sanming, Chi",44.00,309.00,11.70,0.86,0.3,13.60,124.17 ,50.72 ,2.45 ,4.35,16.60,41.10,42.40
665,85,A1,115.43,39.97,1400,5.40,500.00,1398,B,Forest,GC,Mt. Dongling,114.38,2910.71,67.20,5.18,0.5,12.97,123.81 ,78.47 ,1.58 ,7.08,49.00,46.00,5.00
666,85,A1,115.42,39.95,1250,5.70,507.00,1370,B,Forest,GC,Mt. Dongling,83.28,1969.70,42.10,2.98,0.5,14.13,123.81 ,78.47 ,1.58 ,6.53,52.00,42.00,6.00
667,86,A1,92.93,34.85,4668,-3.80,383.00,973,E,Grassland,GC,Beiluhe Observation and Research Station,67.20,853.00,22.50,1.57,0.4,14.33,67.00 ,103.91 ,0.64 ,8.58,40,48,12
668,86,A1,92.93,34.85,4668,-3.80,383.00,973,E,Grassland,GC,Beiluhe Observation and Research Station,47.75,383.00,13.79,0.96,0.4,14.36,67.00 ,103.91 ,0.64 ,8.57,40,48,12
669,87,A1,125.27,48.97,315,3.30,525.00,994,D,Grassland,GC,"Keshan Farm, in Heilongjiang province of northeastern Chi",111.40,1955.15,35.61,2.85,0.9,12.50,227.24 ,99.50 ,2.28 ,6.42,40.50,25.30,34.10
670,87,A1,125.28,48.98,350,3.30,525.00,989,D,Grassland,GC,"Keshan Farm, in Heilongjiang province of northeastern Chi",77.41,1548.58,25.37,1.85,0.4,13.72,227.24 ,99.50 ,2.28 ,6.50,32.90,30.80,35.60
671,87,A1,125.30,49.00,317,3.30,525.00,990,D,Grassland,GC,"Keshan Farm, in Heilongjiang province of northeastern Chi",48.90,1092.79,15.62,1.22,0.4,12.80,164.15 ,106.63 ,1.54 ,6.59,30.60,33.60,35.20
672,87,A1,125.32,49.02,328,3.30,525.00,989,D,Grassland,GC,"Keshan Farm, in Heilongjiang province of northeastern Chi",29.93,676.60,10.37,0.83,0.4,12.50,164.15 ,106.63 ,1.54 ,6.67,31.10,30.60,37.80
673,87,A1,125.33,49.03,373,3.30,525.00,989,D,Cropland,GC,"Keshan Farm, in Heilongjiang province of northeastern Chi",100.30,1501.82,30.44,2.41,0.4,12.63,164.15 ,106.63 ,1.54 ,6.25,38.80,25.20,35.60
674,87,A1,125.35,49.05,370,3.30,525.00,991,D,Cropland,GC,"Keshan Farm, in Heilongjiang province of northeastern Chi",71.77,1066.64,17.37,1.38,0.9,12.58,164.15 ,106.63 ,1.54 ,6.46,32.10,31.60,35.80
675,87,A1,125.37,49.07,330,3.30,525.00,988,D,Cropland,GC,"Keshan Farm, in Heilongjiang province of northeastern Chi",40.63,687.48,12.68,1.11,0.9,11.43,164.15 ,106.63 ,1.54 ,6.53,30.80,31.60,37.40
676,87,A1,125.38,49.08,309,3.30,525.00,992,D,Cropland,GC,"Keshan Farm, in Heilongjiang province of northeastern Chi",23.06,505.50,9.27,0.82,0.9,11.30,164.15 ,106.63 ,1.54 ,6.55,28.40,33.70,38.10
677,89,A1,124.80,43.50,207,5.50,575.00,1169,D,Cropland,LC,"Gongzhuling, Jilin Province, Chi",45.39,510.83,18.20,1.42,1.2,12.82,36.20,72.27 ,0.50 ,7.73,48,34,18
678,89,A1,124.80,43.50,207,5.50,575.00,1169,D,Cropland,LC,"Gongzhuling, Jilin Province, Chi",63.49,610.24,19.10,1.53,1.2,12.48,94.40,72.27 ,1.31 ,7.61,48,34,18
679,89,A1,124.80,43.50,207,5.50,575.00,1169,D,Cropland,LC,"Gongzhuling, Jilin Province, Chi",85.39,939.91,23.80,1.93,1.2,12.33,136.50,72.27 ,1.89 ,7.56,48,34,18
680,89,A1,124.80,43.50,207,5.50,575.00,1169,D,Cropland,LC,"Gongzhuling, Jilin Province, Chi",99.71,999.93,25.60,2.13,1.2,12.02,158.90,72.27 ,2.20 ,7.75,48,34,18
681,89,A1,124.80,43.50,207,5.50,575.00,1169,D,Cropland,LC,"Gongzhuling, Jilin Province, Chi",89.29,1011.11,29.50,2.72,1.2,10.85,225.70,72.27 ,3.12 ,7.79,48,34,18
682,89,A1,124.80,43.50,207,5.50,575.00,1169,D,Cropland,LC,"Gongzhuling, Jilin Province, Chi",106.14,1085.66,31.10,2.94,1.2,10.58,233.70,72.27 ,3.23 ,7.64,48,34,18
683,90,A1,101.20,37.62,3220,-1.20,489.00,1022,D,Grassland,GC,Haibei Alpine grassland Ecosystem Research Station,186.00,3363.00,66.70,6.75,0.5,9.88,216.42 ,115.02 ,1.88 ,7.21,46,38,16
684,90,A1,101.20,37.62,3220,-1.20,489.00,1022,D,Grassland,GC,Haibei Alpine grassland Ecosystem Research Station,174.00,3742.00,59.90,6.08,0.5,9.85,216.42 ,115.02 ,1.88 ,7.11,46,38,16
685,90,A1,101.20,37.62,3220,-1.20,489.00,1022,D,Grassland,GC,Haibei Alpine grassland Ecosystem Research Station,153.00,3569.00,57.80,5.93,0.5,9.75,216.42 ,115.02 ,1.88 ,7.57,46,38,16
686,90,A1,101.20,37.62,3220,-1.20,489.00,1022,D,Grassland,GC,Haibei Alpine grassland Ecosystem Research Station,159.00,4054.00,61.70,6.10,0.5,10.11,216.42 ,115.02 ,1.88 ,7.13,46,38,16
